instance,conf.id,gen.seed,nodes,vehi,density,depot.placement,node.placement,solve.seed,time,resets,unused.vehi,cost,travel.time,total.tardiness,max.tardiness
HHCRSP_200_40_31_1.0_R_RC,1.0_R_RC,31,200,40,1.0,R,RC,1,8.6,0,6,974.0,2922.0,0.0,0.0
HHCRSP_200_40_45_0.8_C_C,0.8_C_C,45,200,40,0.8,C,C,1,8.3,0,6,800.7,2395.0,5.0,2.0
HHCRSP_200_40_85_1.0_R_R,1.0_R_R,85,200,40,1.0,R,R,1,8.1,0,0,1027.7,3075.0,6.0,2.0
HHCRSP_200_40_91_0.8_C_RC,0.8_C_RC,91,200,40,0.8,C,RC,1,8.4,0,2,951.7,2852.0,2.0,1.0
HHCRSP_200_40_43_1.2_R_RC,1.2_R_RC,43,200,40,1.2,R,RC,1,8.1,0,1,1049.7,3144.0,4.0,1.0
HHCRSP_200_40_1_0.8_C_C,0.8_C_C,1,200,40,0.8,C,C,1,8.4,0,5,698.3,2090.0,4.0,1.0
HHCRSP_200_40_25_0.8_C_C,0.8_C_C,25,200,40,0.8,C,C,1,7.4,0,2,828.3,2485.0,0.0,0.0
HHCRSP_200_40_87_0.4_R_C,0.4_R_C,87,200,40,0.4,R,C,1,9.4,0,2,868.3,2602.0,2.0,1.0
HHCRSP_200_40_76_1.6_R_RC,1.6_R_RC,76,200,40,1.6,R,RC,1,8.6,0,0,788.7,2366.0,0.0,0.0
HHCRSP_200_40_86_0.8_C_C,0.8_C_C,86,200,40,0.8,C,C,1,8.6,1,0,554.7,1659.0,3.0,2.0
HHCRSP_200_40_13_0.4_C_RC,0.4_C_RC,13,200,40,0.4,C,RC,1,8.5,0,4,985.3,2952.0,3.0,1.0
HHCRSP_200_40_66_1.2_C_C,1.2_C_C,66,200,40,1.2,C,C,1,9.1,0,8,774.3,2317.0,3.0,3.0
HHCRSP_200_40_52_1.2_C_C,1.2_C_C,52,200,40,1.2,C,C,1,7.8,0,3,536.7,1610.0,0.0,0.0
HHCRSP_200_40_35_0.8_C_C,0.8_C_C,35,200,40,0.8,C,C,1,6.9,0,0,589.7,1766.0,2.0,1.0
HHCRSP_200_40_8_1.0_C_R,1.0_C_R,8,200,40,1.0,C,R,1,9.5,0,0,1002.3,3004.0,2.0,1.0
HHCRSP_200_40_62_1.0_C_C,1.0_C_C,62,200,40,1.0,C,C,1,8.4,0,6,906.3,2707.0,8.0,4.0
HHCRSP_200_40_94_1.6_C_RC,1.6_C_RC,94,200,40,1.6,C,RC,1,8.2,0,3,1025.7,3074.0,2.0,1.0
HHCRSP_200_40_24_0.8_C_RC,0.8_C_RC,24,200,40,0.8,C,RC,1,8.6,0,4,940.0,2817.0,2.0,1.0
HHCRSP_200_40_9_0.4_R_RC,0.4_R_RC,9,200,40,0.4,R,RC,1,8.4,0,1,900.3,2701.0,0.0,0.0
HHCRSP_200_40_59_1.6_C_C,1.6_C_C,59,200,40,1.6,C,C,1,8.8,0,4,784.0,2349.0,2.0,1.0
HHCRSP_200_40_65_0.8_C_RC,0.8_C_RC,65,200,40,0.8,C,RC,1,9.2,0,5,1031.0,3053.0,34.0,6.0
HHCRSP_200_40_51_0.4_C_RC,0.4_C_RC,51,200,40,0.4,C,RC,1,8.1,0,2,1029.3,3086.0,1.0,1.0
HHCRSP_200_40_35_0.8_R_C,0.8_R_C,35,200,40,0.8,R,C,1,6.7,0,5,845.7,2511.0,20.0,6.0
HHCRSP_200_40_84_1.2_C_RC,1.2_C_RC,84,200,40,1.2,C,RC,1,8.9,1,0,961.7,2870.0,12.0,3.0
HHCRSP_200_40_20_0.4_R_C,0.4_R_C,20,200,40,0.4,R,C,1,8.3,0,4,970.7,2885.0,19.0,8.0
HHCRSP_200_40_4_1.0_R_R,1.0_R_R,4,200,40,1.0,R,R,1,8.9,0,0,957.7,2855.0,14.0,4.0
HHCRSP_200_40_82_0.8_C_C,0.8_C_C,82,200,40,0.8,C,C,1,8.3,0,1,585.3,1756.0,0.0,0.0
HHCRSP_200_40_79_1.2_R_C,1.2_R_C,79,200,40,1.2,R,C,1,8.1,0,0,690.0,2064.0,4.0,2.0
HHCRSP_200_40_53_1.6_R_C,1.6_R_C,53,200,40,1.6,R,C,1,9.5,1,3,779.7,2299.0,32.0,8.0
HHCRSP_200_40_67_1.6_C_C,1.6_C_C,67,200,40,1.6,C,C,1,8.9,0,8,659.0,1974.0,2.0,1.0
HHCRSP_200_40_71_1.0_C_R,1.0_C_R,71,200,40,1.0,C,R,1,7.9,1,0,1055.7,3167.0,0.0,0.0
HHCRSP_200_40_7_1.6_C_RC,1.6_C_RC,7,200,40,1.6,C,RC,1,7.5,0,3,1041.7,3112.0,9.0,4.0
HHCRSP_200_40_32_1.0_C_R,1.0_C_R,32,200,40,1.0,C,R,1,10.1,0,2,988.0,2959.0,3.0,2.0
HHCRSP_200_40_73_0.4_C_C,0.4_C_C,73,200,40,0.4,C,C,1,8.1,0,1,776.7,2326.0,3.0,1.0
HHCRSP_200_40_37_1.6_C_RC,1.6_C_RC,37,200,40,1.6,C,RC,1,7.3,0,1,1035.0,3102.0,2.0,1.0
HHCRSP_200_40_3_0.4_C_RC,0.4_C_RC,3,200,40,0.4,C,RC,1,8.1,0,3,1087.0,3242.0,13.0,6.0
HHCRSP_200_40_79_1.2_C_C,1.2_C_C,79,200,40,1.2,C,C,1,7.9,0,0,590.0,1770.0,0.0,0.0
HHCRSP_200_40_35_1.0_C_R,1.0_C_R,35,200,40,1.0,C,R,1,6.7,0,1,1080.3,3235.0,4.0,2.0
HHCRSP_200_40_85_1.6_R_RC,1.6_R_RC,85,200,40,1.6,R,RC,1,8.2,0,0,862.3,2572.0,10.0,5.0
HHCRSP_200_40_84_1.0_R_C,1.0_R_C,84,200,40,1.0,R,C,1,8.8,1,1,954.7,2860.0,2.0,2.0
HHCRSP_200_40_55_0.4_C_RC,0.4_C_RC,55,200,40,0.4,C,RC,1,8.6,0,4,975.0,2919.0,3.0,3.0
HHCRSP_200_40_70_1.0_C_RC,1.0_C_RC,70,200,40,1.0,C,RC,1,9.2,0,4,995.0,2980.0,3.0,2.0
HHCRSP_200_40_10_1.0_R_RC,1.0_R_RC,10,200,40,1.0,R,RC,1,8.9,0,0,936.7,2806.0,2.0,2.0
HHCRSP_200_40_8_1.2_C_C,1.2_C_C,8,200,40,1.2,C,C,1,9.8,0,3,812.3,2435.0,1.0,1.0
HHCRSP_200_40_41_1.0_C_R,1.0_C_R,41,200,40,1.0,C,R,1,7.9,0,4,1049.3,3148.0,0.0,0.0
HHCRSP_200_40_97_0.4_R_RC,0.4_R_RC,97,200,40,0.4,R,RC,1,9.0,0,3,876.0,2626.0,1.0,1.0
HHCRSP_200_40_81_1.0_C_R,1.0_C_R,81,200,40,1.0,C,R,1,8.9,0,2,1067.0,3199.0,1.0,1.0
HHCRSP_200_40_56_0.4_R_RC,0.4_R_RC,56,200,40,0.4,R,RC,1,9.5,0,0,899.0,2695.0,1.0,1.0
HHCRSP_200_40_44_0.8_C_RC,0.8_C_RC,44,200,40,0.8,C,RC,1,8.6,0,1,945.7,2818.0,14.0,5.0
HHCRSP_200_40_61_0.4_R_C,0.4_R_C,61,200,40,0.4,R,C,1,7.8,0,4,856.7,2570.0,0.0,0.0
HHCRSP_200_40_88_1.6_R_C,1.6_R_C,88,200,40,1.6,R,C,1,8.4,0,1,632.0,1893.0,2.0,1.0
HHCRSP_200_40_7_1.6_R_C,1.6_R_C,7,200,40,1.6,R,C,1,7.4,0,9,923.0,2764.0,3.0,2.0
HHCRSP_200_40_39_0.8_C_C,0.8_C_C,39,200,40,0.8,C,C,1,8.0,0,3,894.7,2678.0,4.0,2.0
HHCRSP_200_40_60_1.0_R_C,1.0_R_C,60,200,40,1.0,R,C,1,7.2,0,8,991.0,2973.0,0.0,0.0
HHCRSP_200_40_66_1.0_C_C,1.0_C_C,66,200,40,1.0,C,C,1,9.5,0,7,739.3,2214.0,3.0,1.0
HHCRSP_200_40_92_0.4_R_C,0.4_R_C,92,200,40,0.4,R,C,1,7.9,0,2,711.7,2135.0,0.0,0.0
HHCRSP_200_40_93_1.2_R_RC,1.2_R_RC,93,200,40,1.2,R,RC,1,7.5,0,5,1257.0,3762.0,7.0,2.0
HHCRSP_200_40_8_0.8_R_C,0.8_R_C,8,200,40,0.8,R,C,1,10.1,1,0,707.7,2115.0,6.0,2.0
HHCRSP_200_40_12_1.2_R_RC,1.2_R_RC,12,200,40,1.2,R,RC,1,8.9,0,7,1261.7,3756.0,23.0,6.0
HHCRSP_200_40_20_1.0_C_C,1.0_C_C,20,200,40,1.0,C,C,1,8.2,1,0,599.0,1794.0,2.0,1.0
HHCRSP_200_40_84_1.6_C_RC,1.6_C_RC,84,200,40,1.6,C,RC,1,8.4,0,4,993.0,2979.0,0.0,0.0
HHCRSP_200_40_1_1.2_C_RC,1.2_C_RC,1,200,40,1.2,C,RC,1,8.7,0,2,959.0,2874.0,2.0,1.0
HHCRSP_200_40_68_1.0_R_R,1.0_R_R,68,200,40,1.0,R,R,1,9.3,0,0,930.0,2788.0,1.0,1.0
HHCRSP_200_40_77_1.2_C_C,1.2_C_C,77,200,40,1.2,C,C,1,8.9,0,1,520.7,1562.0,0.0,0.0
HHCRSP_200_40_18_1.6_C_RC,1.6_C_RC,18,200,40,1.6,C,RC,1,8.2,0,6,984.3,2938.0,12.0,3.0
HHCRSP_200_40_98_1.2_R_RC,1.2_R_RC,98,200,40,1.2,R,RC,1,8.6,0,1,890.7,2669.0,2.0,1.0
HHCRSP_200_40_21_1.0_C_RC,1.0_C_RC,21,200,40,1.0,C,RC,1,9.0,0,3,944.7,2828.0,3.0,3.0
HHCRSP_200_40_63_1.0_R_R,1.0_R_R,63,200,40,1.0,R,R,1,9.2,0,0,936.0,2808.0,0.0,0.0
HHCRSP_200_40_17_1.0_C_RC,1.0_C_RC,17,200,40,1.0,C,RC,1,9.4,0,3,980.3,2925.0,12.0,4.0
HHCRSP_200_40_23_1.0_R_C,1.0_R_C,23,200,40,1.0,R,C,1,9.1,0,1,622.7,1868.0,0.0,0.0
HHCRSP_200_40_56_1.6_C_RC,1.6_C_RC,56,200,40,1.6,C,RC,1,9.2,1,0,969.3,2908.0,0.0,0.0
HHCRSP_200_40_34_0.4_C_RC,0.4_C_RC,34,200,40,0.4,C,RC,1,8.8,0,2,996.0,2985.0,2.0,1.0
HHCRSP_200_40_2_1.6_C_RC,1.6_C_RC,2,200,40,1.6,C,RC,1,8.7,0,6,991.3,2970.0,3.0,1.0
HHCRSP_200_40_16_0.4_R_C,0.4_R_C,16,200,40,0.4,R,C,1,8.1,1,0,683.7,2048.0,2.0,1.0
HHCRSP_200_40_10_1.0_R_R,1.0_R_R,10,200,40,1.0,R,R,1,8.8,0,2,1139.7,3417.0,1.0,1.0
HHCRSP_200_40_71_1.6_R_C,1.6_R_C,71,200,40,1.6,R,C,1,7.4,0,7,1018.3,3044.0,8.0,3.0
HHCRSP_200_40_38_1.0_C_RC,1.0_C_RC,38,200,40,1.0,C,RC,1,8.6,0,5,1003.7,3011.0,0.0,0.0
HHCRSP_200_40_88_1.2_C_C,1.2_C_C,88,200,40,1.2,C,C,1,8.8,0,2,569.7,1707.0,1.0,1.0
HHCRSP_200_40_82_1.2_C_C,1.2_C_C,82,200,40,1.2,C,C,1,7.8,1,0,597.3,1792.0,0.0,0.0
HHCRSP_200_40_15_0.8_R_RC,0.8_R_RC,15,200,40,0.8,R,RC,1,8.9,0,1,908.3,2713.0,9.0,3.0
HHCRSP_200_40_14_1.6_C_RC,1.6_C_RC,14,200,40,1.6,C,RC,1,9.5,0,6,920.3,2756.0,3.0,2.0
HHCRSP_200_40_77_1.0_C_R,1.0_C_R,77,200,40,1.0,C,R,1,9.3,0,1,966.3,2899.0,0.0,0.0
HHCRSP_200_40_44_1.6_R_RC,1.6_R_RC,44,200,40,1.6,R,RC,1,8.9,0,2,915.3,2740.0,3.0,3.0
HHCRSP_200_40_13_1.0_R_C,1.0_R_C,13,200,40,1.0,R,C,1,8.7,0,9,872.7,2613.0,3.0,2.0
HHCRSP_200_40_62_1.2_C_C,1.2_C_C,62,200,40,1.2,C,C,1,8.6,1,0,897.7,2691.0,1.0,1.0
HHCRSP_200_40_23_1.2_C_RC,1.2_C_RC,23,200,40,1.2,C,RC,1,9.0,0,3,939.3,2811.0,4.0,3.0
HHCRSP_200_40_14_1.0_C_C,1.0_C_C,14,200,40,1.0,C,C,1,9.6,0,6,843.7,2526.0,3.0,2.0
HHCRSP_200_40_42_0.8_R_RC,0.8_R_RC,42,200,40,0.8,R,RC,1,8.6,0,0,818.3,2455.0,0.0,0.0
HHCRSP_200_40_84_1.0_R_R,1.0_R_R,84,200,40,1.0,R,R,1,8.6,1,0,951.7,2849.0,4.0,2.0
HHCRSP_200_40_23_1.0_C_C,1.0_C_C,23,200,40,1.0,C,C,1,8.8,0,4,673.0,2013.0,5.0,1.0
HHCRSP_200_40_76_1.2_C_C,1.2_C_C,76,200,40,1.2,C,C,1,8.3,0,4,577.7,1733.0,0.0,0.0
HHCRSP_200_40_31_1.6_R_C,1.6_R_C,31,200,40,1.6,R,C,1,8.0,0,7,909.3,2721.0,4.0,3.0
HHCRSP_200_40_25_0.4_R_C,0.4_R_C,25,200,40,0.4,R,C,1,7.2,1,0,931.0,2791.0,1.0,1.0
HHCRSP_200_40_10_0.4_C_C,0.4_C_C,10,200,40,0.4,C,C,1,8.8,0,1,753.0,2257.0,1.0,1.0
HHCRSP_200_40_76_1.0_R_C,1.0_R_C,76,200,40,1.0,R,C,1,8.2,0,1,643.3,1925.0,3.0,2.0
HHCRSP_200_40_28_1.6_C_RC,1.6_C_RC,28,200,40,1.6,C,RC,1,7.2,0,1,968.0,2904.0,0.0,0.0
HHCRSP_200_40_47_1.0_R_C,1.0_R_C,47,200,40,1.0,R,C,1,8.1,0,6,941.7,2816.0,6.0,3.0
HHCRSP_200_40_59_1.6_R_C,1.6_R_C,59,200,40,1.6,R,C,1,8.4,0,8,1011.7,3031.0,3.0,1.0
HHCRSP_200_40_75_1.0_C_RC,1.0_C_RC,75,200,40,1.0,C,RC,1,8.1,0,5,998.7,2945.0,44.0,7.0
HHCRSP_200_40_16_1.6_C_C,1.6_C_C,16,200,40,1.6,C,C,1,7.7,0,3,600.0,1789.0,6.0,5.0
HHCRSP_200_40_75_1.2_R_C,1.2_R_C,75,200,40,1.2,R,C,1,7.9,0,0,800.3,2401.0,0.0,0.0
HHCRSP_200_40_93_1.6_R_C,1.6_R_C,93,200,40,1.6,R,C,1,7.4,1,1,642.0,1918.0,5.0,3.0
HHCRSP_200_40_15_1.6_C_RC,1.6_C_RC,15,200,40,1.6,C,RC,1,8.7,0,3,1033.3,3081.0,14.0,5.0
HHCRSP_200_40_50_1.6_R_RC,1.6_R_RC,50,200,40,1.6,R,RC,1,9.4,0,3,851.0,2553.0,0.0,0.0
HHCRSP_200_40_6_1.2_C_C,1.2_C_C,6,200,40,1.2,C,C,1,7.9,0,3,675.7,2021.0,4.0,2.0
HHCRSP_200_40_80_1.0_C_RC,1.0_C_RC,80,200,40,1.0,C,RC,1,10.3,0,4,992.3,2974.0,2.0,1.0
HHCRSP_200_40_32_1.6_C_RC,1.6_C_RC,32,200,40,1.6,C,RC,1,9.6,0,2,973.0,2911.0,5.0,3.0
HHCRSP_200_40_89_0.8_R_C,0.8_R_C,89,200,40,0.8,R,C,1,7.9,0,4,842.0,2519.0,5.0,2.0
HHCRSP_200_40_24_0.4_R_C,0.4_R_C,24,200,40,0.4,R,C,1,8.8,0,1,857.0,2571.0,0.0,0.0
HHCRSP_200_40_33_1.6_R_C,1.6_R_C,33,200,40,1.6,R,C,1,8.5,0,1,719.7,2149.0,6.0,4.0
HHCRSP_200_40_63_0.4_R_RC,0.4_R_RC,63,200,40,0.4,R,RC,1,8.9,0,3,921.3,2758.0,3.0,3.0
HHCRSP_200_40_86_0.4_C_C,0.4_C_C,86,200,40,0.4,C,C,1,8.5,1,0,919.3,2758.0,0.0,0.0
HHCRSP_200_40_63_1.6_R_RC,1.6_R_RC,63,200,40,1.6,R,RC,1,8.9,0,5,1024.0,3065.0,5.0,2.0
HHCRSP_200_40_47_1.0_C_RC,1.0_C_RC,47,200,40,1.0,C,RC,1,8.4,0,3,1015.7,3044.0,2.0,1.0
HHCRSP_200_40_96_1.6_C_RC,1.6_C_RC,96,200,40,1.6,C,RC,1,8.3,0,5,1031.0,3086.0,5.0,2.0
HHCRSP_200_40_53_0.8_C_RC,0.8_C_RC,53,200,40,0.8,C,RC,1,9.3,0,1,943.0,2829.0,0.0,0.0
HHCRSP_200_40_1_0.4_C_RC,0.4_C_RC,1,200,40,0.4,C,RC,1,8.8,1,1,1079.3,3224.0,11.0,3.0
HHCRSP_200_40_8_0.4_R_C,0.4_R_C,8,200,40,0.4,R,C,1,9.8,0,3,1084.7,3243.0,7.0,4.0
HHCRSP_200_40_27_1.6_C_C,1.6_C_C,27,200,40,1.6,C,C,1,7.7,0,4,512.0,1536.0,0.0,0.0
HHCRSP_200_40_94_1.2_R_RC,1.2_R_RC,94,200,40,1.2,R,RC,1,8.4,0,0,874.0,2620.0,1.0,1.0
HHCRSP_200_40_89_1.0_C_RC,1.0_C_RC,89,200,40,1.0,C,RC,1,7.9,1,0,1113.3,3336.0,2.0,2.0
HHCRSP_200_40_61_1.0_C_RC,1.0_C_RC,61,200,40,1.0,C,RC,1,7.8,0,2,1098.7,3274.0,18.0,4.0
HHCRSP_200_40_80_1.2_R_C,1.2_R_C,80,200,40,1.2,R,C,1,10.3,0,4,783.7,2351.0,0.0,0.0
HHCRSP_200_40_90_0.4_C_RC,0.4_C_RC,90,200,40,0.4,C,RC,1,8.0,0,3,1036.0,3094.0,10.0,4.0
HHCRSP_200_40_23_1.0_C_RC,1.0_C_RC,23,200,40,1.0,C,RC,1,8.7,0,4,937.7,2813.0,0.0,0.0
HHCRSP_200_40_47_0.4_R_RC,0.4_R_RC,47,200,40,0.4,R,RC,1,8.0,0,0,899.3,2694.0,2.0,2.0
HHCRSP_200_40_43_1.0_R_C,1.0_R_C,43,200,40,1.0,R,C,1,7.8,0,4,1189.3,3566.0,1.0,1.0
HHCRSP_200_40_77_1.6_C_RC,1.6_C_RC,77,200,40,1.6,C,RC,1,8.9,0,3,961.0,2874.0,7.0,2.0
HHCRSP_200_40_66_1.6_C_C,1.6_C_C,66,200,40,1.6,C,C,1,9.0,0,9,713.7,2135.0,4.0,2.0
HHCRSP_200_40_85_1.0_R_C,1.0_R_C,85,200,40,1.0,R,C,1,8.0,0,1,736.0,2208.0,0.0,0.0
HHCRSP_200_40_28_1.0_C_R,1.0_C_R,28,200,40,1.0,C,R,1,7.2,0,1,1079.7,3227.0,9.0,3.0
HHCRSP_200_40_15_0.8_C_C,0.8_C_C,15,200,40,0.8,C,C,1,9.1,0,8,986.7,2955.0,3.0,2.0
HHCRSP_200_40_84_1.0_R_RC,1.0_R_RC,84,200,40,1.0,R,RC,1,8.7,1,0,784.7,2354.0,0.0,0.0
HHCRSP_200_40_27_0.8_R_RC,0.8_R_RC,27,200,40,0.8,R,RC,1,7.4,0,2,960.7,2864.0,12.0,6.0
HHCRSP_200_40_80_1.2_R_RC,1.2_R_RC,80,200,40,1.2,R,RC,1,10.0,0,5,1194.0,3572.0,8.0,2.0
HHCRSP_200_40_68_1.6_R_RC,1.6_R_RC,68,200,40,1.6,R,RC,1,9.2,0,3,774.3,2317.0,4.0,2.0
HHCRSP_200_40_46_0.8_C_C,0.8_C_C,46,200,40,0.8,C,C,1,7.3,0,4,857.3,2569.0,2.0,1.0
HHCRSP_200_40_17_1.2_C_C,1.2_C_C,17,200,40,1.2,C,C,1,9.5,0,5,694.0,2074.0,6.0,2.0
HHCRSP_200_40_92_0.4_C_RC,0.4_C_RC,92,200,40,0.4,C,RC,1,7.8,0,3,1061.3,3179.0,3.0,2.0
HHCRSP_200_40_98_0.4_R_C,0.4_R_C,98,200,40,0.4,R,C,1,8.6,0,6,1059.0,3177.0,0.0,0.0
HHCRSP_200_40_19_0.4_R_C,0.4_R_C,19,200,40,0.4,R,C,1,9.5,0,2,928.7,2762.0,16.0,8.0
HHCRSP_200_40_78_0.8_R_C,0.8_R_C,78,200,40,0.8,R,C,1,8.0,0,2,605.3,1812.0,3.0,1.0
HHCRSP_200_40_94_1.0_C_R,1.0_C_R,94,200,40,1.0,C,R,1,8.3,0,3,1034.0,3096.0,4.0,2.0
HHCRSP_200_40_88_1.6_R_RC,1.6_R_RC,88,200,40,1.6,R,RC,1,8.7,1,1,806.7,2420.0,0.0,0.0
HHCRSP_200_40_99_1.0_C_R,1.0_C_R,99,200,40,1.0,C,R,1,9.0,0,1,963.0,2878.0,8.0,3.0
HHCRSP_200_40_59_1.6_C_RC,1.6_C_RC,59,200,40,1.6,C,RC,1,8.8,0,2,933.0,2796.0,2.0,1.0
HHCRSP_200_40_18_0.8_C_C,0.8_C_C,18,200,40,0.8,C,C,1,8.3,1,0,673.7,2021.0,0.0,0.0
HHCRSP_200_40_62_0.4_C_C,0.4_C_C,62,200,40,0.4,C,C,1,8.7,0,0,908.3,2723.0,1.0,1.0
HHCRSP_200_40_44_1.0_C_R,1.0_C_R,44,200,40,1.0,C,R,1,8.5,1,0,1013.3,3040.0,0.0,0.0
HHCRSP_200_40_98_0.8_C_RC,0.8_C_RC,98,200,40,0.8,C,RC,1,8.5,0,7,1034.7,3081.0,17.0,6.0
HHCRSP_200_40_76_0.8_R_RC,0.8_R_RC,76,200,40,0.8,R,RC,1,8.5,0,0,897.0,2689.0,1.0,1.0
HHCRSP_200_40_30_1.0_C_C,1.0_C_C,30,200,40,1.0,C,C,1,8.2,0,0,560.7,1682.0,0.0,0.0
HHCRSP_200_40_90_0.8_C_RC,0.8_C_RC,90,200,40,0.8,C,RC,1,7.8,0,0,985.3,2953.0,2.0,1.0
HHCRSP_200_40_81_1.2_R_RC,1.2_R_RC,81,200,40,1.2,R,RC,1,8.6,0,1,840.0,2504.0,11.0,5.0
HHCRSP_200_40_26_1.6_R_C,1.6_R_C,26,200,40,1.6,R,C,1,7.1,0,6,650.3,1951.0,0.0,0.0
HHCRSP_200_40_30_0.4_C_C,0.4_C_C,30,200,40,0.4,C,C,1,8.1,0,4,1023.3,3067.0,2.0,1.0
HHCRSP_200_40_27_1.6_R_C,1.6_R_C,27,200,40,1.6,R,C,1,7.5,0,2,596.0,1786.0,1.0,1.0
HHCRSP_200_40_29_0.8_R_RC,0.8_R_RC,29,200,40,0.8,R,RC,1,7.3,1,0,859.0,2577.0,0.0,0.0
HHCRSP_200_40_35_1.0_R_R,1.0_R_R,35,200,40,1.0,R,R,1,6.8,1,0,1061.0,3183.0,0.0,0.0
HHCRSP_200_40_64_1.0_R_C,1.0_R_C,64,200,40,1.0,R,C,1,8.5,0,6,1032.3,3097.0,0.0,0.0
HHCRSP_200_40_72_1.0_R_C,1.0_R_C,72,200,40,1.0,R,C,1,8.2,0,5,730.0,2186.0,2.0,2.0
HHCRSP_200_40_12_1.6_C_C,1.6_C_C,12,200,40,1.6,C,C,1,9.1,0,2,588.0,1764.0,0.0,0.0
HHCRSP_200_40_62_0.8_R_RC,0.8_R_RC,62,200,40,0.8,R,RC,1,9.0,0,0,864.7,2594.0,0.0,0.0
HHCRSP_200_40_75_0.8_R_RC,0.8_R_RC,75,200,40,0.8,R,RC,1,8.1,0,1,978.7,2936.0,0.0,0.0
HHCRSP_200_40_65_1.6_C_C,1.6_C_C,65,200,40,1.6,C,C,1,9.3,1,0,638.7,1912.0,3.0,1.0
HHCRSP_200_40_18_1.2_R_C,1.2_R_C,18,200,40,1.2,R,C,1,8.3,1,0,654.3,1951.0,9.0,3.0
HHCRSP_200_40_61_1.0_R_R,1.0_R_R,61,200,40,1.0,R,R,1,7.6,0,0,1141.7,3399.0,19.0,7.0
HHCRSP_200_40_75_1.0_R_C,1.0_R_C,75,200,40,1.0,R,C,1,8.0,0,0,742.7,2215.0,10.0,3.0
HHCRSP_200_40_14_1.6_R_RC,1.6_R_RC,14,200,40,1.6,R,RC,1,9.5,0,1,982.7,2948.0,0.0,0.0
HHCRSP_200_40_80_0.8_R_C,0.8_R_C,80,200,40,0.8,R,C,1,10.6,0,0,656.0,1968.0,0.0,0.0
HHCRSP_200_40_10_0.4_R_RC,0.4_R_RC,10,200,40,0.4,R,RC,1,9.0,0,1,958.3,2863.0,8.0,4.0
HHCRSP_200_40_53_1.6_R_RC,1.6_R_RC,53,200,40,1.6,R,RC,1,9.6,0,4,1004.3,3011.0,1.0,1.0
HHCRSP_200_40_12_0.4_R_RC,0.4_R_RC,12,200,40,0.4,R,RC,1,9.3,0,3,1021.7,3048.0,13.0,4.0
HHCRSP_200_40_11_0.4_R_C,0.4_R_C,11,200,40,0.4,R,C,1,8.6,0,1,867.0,2597.0,2.0,2.0
HHCRSP_200_40_43_1.6_C_C,1.6_C_C,43,200,40,1.6,C,C,1,8.2,1,0,588.0,1764.0,0.0,0.0
HHCRSP_200_40_24_1.0_C_R,1.0_C_R,24,200,40,1.0,C,R,1,8.7,0,2,1025.7,3070.0,5.0,2.0
HHCRSP_200_40_10_1.0_C_RC,1.0_C_RC,10,200,40,1.0,C,RC,1,8.8,0,5,927.3,2782.0,0.0,0.0
HHCRSP_200_40_82_0.8_C_RC,0.8_C_RC,82,200,40,0.8,C,RC,1,8.3,0,1,991.3,2964.0,6.0,4.0
HHCRSP_200_40_82_0.8_R_RC,0.8_R_RC,82,200,40,0.8,R,RC,1,8.1,0,1,953.3,2850.0,8.0,2.0
HHCRSP_200_40_99_0.8_C_RC,0.8_C_RC,99,200,40,0.8,C,RC,1,9.2,0,7,1056.3,3166.0,2.0,1.0
HHCRSP_200_40_100_1.2_C_RC,1.2_C_RC,100,200,40,1.2,C,RC,1,9.0,0,5,895.7,2681.0,4.0,2.0
HHCRSP_200_40_34_0.8_C_RC,0.8_C_RC,34,200,40,0.8,C,RC,1,8.6,0,2,985.3,2952.0,2.0,2.0
HHCRSP_200_40_62_1.0_R_RC,1.0_R_RC,62,200,40,1.0,R,RC,1,9.1,1,0,853.0,2559.0,0.0,0.0
HHCRSP_200_40_18_1.6_C_C,1.6_C_C,18,200,40,1.6,C,C,1,8.1,1,0,623.3,1870.0,0.0,0.0
HHCRSP_200_40_12_1.0_R_RC,1.0_R_RC,12,200,40,1.0,R,RC,1,9.3,0,0,922.7,2762.0,5.0,1.0
HHCRSP_200_40_95_0.4_R_RC,0.4_R_RC,95,200,40,0.4,R,RC,1,8.4,1,0,902.7,2708.0,0.0,0.0
HHCRSP_200_40_31_0.4_C_RC,0.4_C_RC,31,200,40,0.4,C,RC,1,8.6,0,1,991.3,2964.0,5.0,5.0
HHCRSP_200_40_16_0.8_C_C,0.8_C_C,16,200,40,0.8,C,C,1,7.5,0,0,598.7,1796.0,0.0,0.0
HHCRSP_200_40_88_0.4_C_C,0.4_C_C,88,200,40,0.4,C,C,1,8.5,0,2,652.0,1948.0,5.0,3.0
HHCRSP_200_40_74_1.2_C_C,1.2_C_C,74,200,40,1.2,C,C,1,7.7,0,1,552.0,1656.0,0.0,0.0
HHCRSP_200_40_49_1.0_R_R,1.0_R_R,49,200,40,1.0,R,R,1,8.4,0,1,1019.0,3028.0,22.0,7.0
HHCRSP_200_40_61_1.0_R_RC,1.0_R_RC,61,200,40,1.0,R,RC,1,8.1,0,1,902.7,2705.0,2.0,1.0
HHCRSP_200_40_8_1.2_R_C,1.2_R_C,8,200,40,1.2,R,C,1,9.5,0,8,847.3,2522.0,15.0,5.0
HHCRSP_200_40_89_1.6_R_RC,1.6_R_RC,89,200,40,1.6,R,RC,1,7.8,0,1,792.7,2376.0,1.0,1.0
