instance,conf.id,gen.seed,nodes,vehi,density,depot.placement,node.placement,solve.iters,time,memory.mb,cost,travel.time,total.tardiness,max.tardiness
HHCRSP_300_60_43_0.8_C_C,0.8_C_C,43,300,60,0.8,C,C,1354,58.705,1198.67,305,915,0,0
HHCRSP_300_60_25_1.0_R_C,1.0_R_C,25,300,60,1.0,R,C,1378,45.756,977.499,285.333,856,0,0
HHCRSP_300_60_91_0.8_R_RC,0.8_R_RC,91,300,60,0.8,R,RC,1398,52.618,1147.93,373,1119,0,0
HHCRSP_300_60_55_1.2_R_C,1.2_R_C,55,300,60,1.2,R,C,1,55.14,1109.7,251.667,755,0,0
HHCRSP_300_60_19_1.2_R_RC,1.2_R_RC,19,300,60,1.2,R,RC,1325,58.555,1170.36,380,1140,0,0
HHCRSP_300_60_14_0.8_C_C,0.8_C_C,14,300,60,0.8,C,C,1352,76.554,1240.62,319.667,959,0,0
HHCRSP_300_60_97_0.8_R_RC,0.8_R_RC,97,300,60,0.8,R,RC,1,62.672,1176.21,362.333,1087,0,0
HHCRSP_300_60_59_1.0_C_RC,1.0_C_RC,59,300,60,1.0,C,RC,1352,49.604,1161.94,380,1140,0,0
HHCRSP_300_60_78_1.0_C_C,1.0_C_C,78,300,60,1.0,C,C,1351,58.533,1182.63,302.333,907,0,0
HHCRSP_300_60_81_1.2_R_RC,1.2_R_RC,81,300,60,1.2,R,RC,1,59.696,1173.72,372.667,1118,0,0
HHCRSP_300_60_52_1.0_R_R,1.0_R_R,52,300,60,1.0,R,R,1364,55.299,1182.99,443,1329,0,0
HHCRSP_300_60_18_1.0_C_C,1.0_C_C,18,300,60,1.0,C,C,1363,49.667,1088.31,264,792,0,0
HHCRSP_300_60_68_1.2_R_RC,1.2_R_RC,68,300,60,1.2,R,RC,1364,65.462,1262.45,397,1191,0,0
HHCRSP_300_60_12_0.4_C_C,0.4_C_C,12,300,60,0.4,C,C,1389,61.463,1104.34,369.667,1109,0,0
HHCRSP_300_60_17_0.4_C_C,0.4_C_C,17,300,60,0.4,C,C,1340,52.612,1155.11,376,1128,0,0
HHCRSP_300_60_2_1.6_C_C,1.6_C_C,2,300,60,1.6,C,C,1,50.201,1119.81,232.667,698,0,0
HHCRSP_300_60_53_1.6_C_RC,1.6_C_RC,53,300,60,1.6,C,RC,1,60.743,1153.81,365.667,1097,0,0
HHCRSP_300_60_92_1.0_C_C,1.0_C_C,92,300,60,1.0,C,C,1330,53.438,1138.65,306.333,919,0,0
HHCRSP_300_60_65_1.2_C_RC,1.2_C_RC,65,300,60,1.2,C,RC,1393,65.321,1235.74,429,1287,0,0
HHCRSP_300_60_71_0.8_R_RC,0.8_R_RC,71,300,60,0.8,R,RC,1397,47.064,1089.76,385,1155,0,0
HHCRSP_300_60_33_1.0_C_RC,1.0_C_RC,33,300,60,1.0,C,RC,1371,50.109,1093.99,387.667,1163,0,0
HHCRSP_300_60_98_1.2_R_RC,1.2_R_RC,98,300,60,1.2,R,RC,1421,47.861,1068.3,394.667,1184,0,0
HHCRSP_300_60_61_1.0_R_R,1.0_R_R,61,300,60,1.0,R,R,1400,51.068,1015.88,394.667,1184,0,0
HHCRSP_300_60_12_0.8_R_C,0.8_R_C,12,300,60,0.8,R,C,1407,61.92,1185.42,315.667,947,0,0
HHCRSP_300_60_20_1.2_C_RC,1.2_C_RC,20,300,60,1.2,C,RC,1,51.48,1165.57,402.333,1207,0,0
HHCRSP_300_60_83_1.2_R_RC,1.2_R_RC,83,300,60,1.2,R,RC,1329,66.952,1293.76,382,1146,0,0
HHCRSP_300_60_57_0.4_C_RC,0.4_C_RC,57,300,60,0.4,C,RC,1364,54.041,1132.5,404.667,1214,0,0
HHCRSP_300_60_39_0.4_C_RC,0.4_C_RC,39,300,60,0.4,C,RC,1,46.331,1005.54,398.333,1195,0,0
HHCRSP_300_60_62_1.6_C_C,1.6_C_C,62,300,60,1.6,C,C,1362,64.646,1166.39,252,756,0,0
HHCRSP_300_60_94_1.2_R_C,1.2_R_C,94,300,60,1.2,R,C,1388,51.928,1071.53,258.667,776,0,0
HHCRSP_300_60_35_1.0_R_C,1.0_R_C,35,300,60,1.0,R,C,1392,32.822,805.441,309,927,0,0
HHCRSP_300_60_51_1.6_C_RC,1.6_C_RC,51,300,60,1.6,C,RC,1395,53.711,1071,378.333,1135,0,0
HHCRSP_300_60_2_1.2_C_RC,1.2_C_RC,2,300,60,1.2,C,RC,1370,60.382,1049.27,405.333,1216,0,0
HHCRSP_300_60_40_0.4_R_RC,0.4_R_RC,40,300,60,0.4,R,RC,1356,76.503,1246.65,428.333,1285,0,0
HHCRSP_300_60_22_1.0_R_RC,1.0_R_RC,22,300,60,1.0,R,RC,1396,62.74,1295.01,409.333,1228,0,0
HHCRSP_300_60_17_0.4_R_C,0.4_R_C,17,300,60,0.4,R,C,1342,52.143,1123.25,373.333,1120,0,0
HHCRSP_300_60_40_0.8_R_C,0.8_R_C,40,300,60,0.8,R,C,1343,68.354,1265.28,317.333,952,0,0
HHCRSP_300_60_14_1.6_R_C,1.6_R_C,14,300,60,1.6,R,C,1355,70.328,1241.93,263,789,0,0
HHCRSP_300_60_93_1.0_R_C,1.0_R_C,93,300,60,1.0,R,C,1303,61.15,1217.92,306.667,920,0,0
HHCRSP_300_60_48_0.8_C_C,0.8_C_C,48,300,60,0.8,C,C,1363,58.89,1235.72,327.333,982,0,0
HHCRSP_300_60_63_0.8_R_C,0.8_R_C,63,300,60,0.8,R,C,1347,57.912,1148.46,339.667,1019,0,0
HHCRSP_300_60_31_1.2_C_C,1.2_C_C,31,300,60,1.2,C,C,1408,50.299,1011.67,272.667,818,0,0
HHCRSP_300_60_76_1.2_R_C,1.2_R_C,76,300,60,1.2,R,C,1397,52.279,1082.55,292,876,0,0
HHCRSP_300_60_98_1.0_C_C,1.0_C_C,98,300,60,1.0,C,C,1391,51.87,1033.38,304.333,913,0,0
HHCRSP_300_60_46_0.8_C_RC,0.8_C_RC,46,300,60,0.8,C,RC,1377,60.73,1181.45,390.333,1171,0,0
HHCRSP_300_60_29_1.2_R_C,1.2_R_C,29,300,60,1.2,R,C,1433,41.89,923.933,306,918,0,0
HHCRSP_300_60_89_1.2_C_RC,1.2_C_RC,89,300,60,1.2,C,RC,1422,42.959,921.025,402,1206,0,0
HHCRSP_300_60_23_0.8_C_C,0.8_C_C,23,300,60,0.8,C,C,1,61.411,1153.71,302,906,0,0
HHCRSP_300_60_52_0.4_C_C,0.4_C_C,52,300,60,0.4,C,C,1348,57.895,1158.13,336.333,1009,0,0
HHCRSP_300_60_85_1.2_C_RC,1.2_C_RC,85,300,60,1.2,C,RC,1372,52.485,1116.08,376.333,1129,0,0
HHCRSP_300_60_15_1.2_C_RC,1.2_C_RC,15,300,60,1.2,C,RC,1407,48.025,1001.63,377.667,1133,0,0
HHCRSP_300_60_99_1.2_R_RC,1.2_R_RC,99,300,60,1.2,R,RC,1395,68.48,1189.73,379,1137,0,0
HHCRSP_300_60_72_0.4_C_RC,0.4_C_RC,72,300,60,0.4,C,RC,1356,58.747,1165.42,411.333,1234,0,0
HHCRSP_300_60_71_0.4_C_RC,0.4_C_RC,71,300,60,0.4,C,RC,1382,47.57,1023.33,437.667,1313,0,0
HHCRSP_300_60_84_1.0_C_R,1.0_C_R,84,300,60,1.0,C,R,1,63.152,1241.82,407,1221,0,0
HHCRSP_300_60_9_1.6_R_RC,1.6_R_RC,9,300,60,1.6,R,RC,1347,47.501,1045.2,375.333,1126,0,0
HHCRSP_300_60_27_1.6_R_RC,1.6_R_RC,27,300,60,1.6,R,RC,1378,51.746,1104.01,380.333,1141,0,0
HHCRSP_300_60_10_0.8_R_RC,0.8_R_RC,10,300,60,0.8,R,RC,1399,64.581,1161.88,392,1176,0,0
HHCRSP_300_60_76_1.0_R_RC,1.0_R_RC,76,300,60,1.0,R,RC,1374,58.593,1096.75,381.667,1145,0,0
HHCRSP_300_60_78_1.0_C_R,1.0_C_R,78,300,60,1.0,C,R,1,61.039,1193.12,413.667,1241,0,0
HHCRSP_300_60_47_0.8_C_C,0.8_C_C,47,300,60,0.8,C,C,1341,66.53,1216.37,310.667,932,0,0
HHCRSP_300_60_55_1.0_C_RC,1.0_C_RC,55,300,60,1.0,C,RC,1258,54.929,1119.88,374.333,1123,0,0
HHCRSP_300_60_37_0.8_C_RC,0.8_C_RC,37,300,60,0.8,C,RC,1394,39.772,910.883,375,1125,0,0
HHCRSP_300_60_86_1.2_R_RC,1.2_R_RC,86,300,60,1.2,R,RC,1376,58.185,1175.71,405.333,1216,0,0
HHCRSP_300_60_42_1.2_R_RC,1.2_R_RC,42,300,60,1.2,R,RC,1425,48.876,1027.23,382,1146,0,0
HHCRSP_300_60_68_0.4_C_RC,0.4_C_RC,68,300,60,0.4,C,RC,1375,61.374,1235.58,419.333,1258,0,0
HHCRSP_300_60_16_1.0_R_RC,1.0_R_RC,16,300,60,1.0,R,RC,1433,35.022,892.53,393.667,1181,0,0
HHCRSP_300_60_40_0.4_R_C,0.4_R_C,40,300,60,0.4,R,C,1,74.969,1170.65,372.667,1118,0,0
HHCRSP_300_60_51_0.4_C_C,0.4_C_C,51,300,60,0.4,C,C,1360,55.81,1177.09,361.333,1084,0,0
HHCRSP_300_60_26_0.8_C_C,0.8_C_C,26,300,60,0.8,C,C,1360,45.628,989.875,309.333,928,0,0
HHCRSP_300_60_15_1.6_C_RC,1.6_C_RC,15,300,60,1.6,C,RC,1384,48.479,1097.58,381,1143,0,0
HHCRSP_300_60_58_0.4_C_C,0.4_C_C,58,300,60,0.4,C,C,1350,61.761,1230.24,372,1116,0,0
HHCRSP_300_60_20_1.0_R_R,1.0_R_R,20,300,60,1.0,R,R,1389,53.441,1121.28,413.667,1241,0,0
HHCRSP_300_60_67_1.0_C_RC,1.0_C_RC,67,300,60,1.0,C,RC,1360,57.708,1194.96,383.333,1150,0,0
HHCRSP_300_60_27_1.6_C_RC,1.6_C_RC,27,300,60,1.6,C,RC,1382,50.325,1020.62,379.667,1139,0,0
HHCRSP_300_60_12_0.8_C_C,0.8_C_C,12,300,60,0.8,C,C,1404,59.629,1144.07,316.333,949,0,0
HHCRSP_300_60_8_1.2_C_RC,1.2_C_RC,8,300,60,1.2,C,RC,1360,61.994,1208.01,357,1071,0,0
HHCRSP_300_60_55_1.2_C_RC,1.2_C_RC,55,300,60,1.2,C,RC,1312,54.135,1132.88,378,1134,0,0
HHCRSP_300_60_37_1.6_C_RC,1.6_C_RC,37,300,60,1.6,C,RC,1416,38.738,956.161,359.667,1079,0,0
HHCRSP_300_60_79_1.6_C_C,1.6_C_C,79,300,60,1.6,C,C,1320,53.823,1083.37,255,765,0,0
HHCRSP_300_60_99_1.6_C_C,1.6_C_C,99,300,60,1.6,C,C,1402,72.716,1259.98,227,681,0,0
HHCRSP_300_60_27_0.4_R_C,0.4_R_C,27,300,60,0.4,R,C,1385,51.559,1084.31,366.667,1100,0,0
HHCRSP_300_60_24_1.2_R_RC,1.2_R_RC,24,300,60,1.2,R,RC,1361,58.179,1112.25,368,1104,0,0
HHCRSP_300_60_27_0.8_R_RC,0.8_R_RC,27,300,60,0.8,R,RC,1388,48.569,1086.83,403.667,1211,0,0
HHCRSP_300_60_66_0.8_C_RC,0.8_C_RC,66,300,60,0.8,C,RC,1,60.73,1238.43,386,1158,0,0
HHCRSP_300_60_10_0.8_C_C,0.8_C_C,10,300,60,0.8,C,C,1382,63.561,1164.08,330.333,991,0,0
HHCRSP_300_60_81_1.6_C_RC,1.6_C_RC,81,300,60,1.6,C,RC,1372,57.403,1111.74,346,1038,0,0
HHCRSP_300_60_75_1.0_R_C,1.0_R_C,75,300,60,1.0,R,C,1616,58.028,1060.2,288,864,0,0
HHCRSP_300_60_83_1.6_C_RC,1.6_C_RC,83,300,60,1.6,C,RC,1,62.18,1215.81,374.333,1123,0,0
HHCRSP_300_60_12_1.2_R_C,1.2_R_C,12,300,60,1.2,R,C,1384,55.569,1141.9,257.667,773,0,0
HHCRSP_300_60_82_1.0_R_RC,1.0_R_RC,82,300,60,1.0,R,RC,1362,53.39,1061.59,412.667,1238,0,0
HHCRSP_300_60_29_1.6_C_RC,1.6_C_RC,29,300,60,1.6,C,RC,1407,42.06,938.991,350,1050,0,0
HHCRSP_300_60_85_1.6_R_C,1.6_R_C,85,300,60,1.6,R,C,1352,51.882,1035.83,250.333,751,0,0
HHCRSP_300_60_23_0.4_R_C,0.4_R_C,23,300,60,0.4,R,C,1356,63.355,1234.42,369.667,1109,0,0
HHCRSP_300_60_88_0.4_C_RC,0.4_C_RC,88,300,60,0.4,C,RC,1374,52.4,1040.21,399,1197,0,0
HHCRSP_300_60_37_0.8_R_RC,0.8_R_RC,37,300,60,0.8,R,RC,1391,38.955,922.692,378,1134,0,0
HHCRSP_300_60_89_1.0_R_R,1.0_R_R,89,300,60,1.0,R,R,1379,45.337,929.8,411.667,1235,0,0
HHCRSP_300_60_67_1.6_C_C,1.6_C_C,67,300,60,1.6,C,C,1338,58.26,1141.67,257.333,772,0,0
HHCRSP_300_60_51_0.8_R_RC,0.8_R_RC,51,300,60,0.8,R,RC,1391,55.716,1094.3,400.667,1202,0,0
HHCRSP_300_60_48_0.8_R_C,0.8_R_C,48,300,60,0.8,R,C,1364,57.732,1211.45,328,984,0,0
HHCRSP_300_60_45_1.6_C_C,1.6_C_C,45,300,60,1.6,C,C,1363,62.799,1259.37,248.333,745,0,0
HHCRSP_300_60_24_1.0_R_R,1.0_R_R,24,300,60,1.0,R,R,1326,58.384,1188.97,399.333,1198,0,0
HHCRSP_300_60_3_0.8_C_RC,0.8_C_RC,3,300,60,0.8,C,RC,1442,28.263,836.827,397.667,1193,0,0
HHCRSP_300_60_38_0.8_C_C,0.8_C_C,38,300,60,0.8,C,C,1346,62.729,1213.85,316,948,0,0
HHCRSP_300_60_55_1.0_C_R,1.0_C_R,55,300,60,1.0,C,R,1,57.211,1061.69,383.667,1151,0,0
HHCRSP_300_60_41_0.8_C_C,0.8_C_C,41,300,60,0.8,C,C,1378,57.418,1190.29,328.667,986,0,0
HHCRSP_300_60_87_1.2_C_C,1.2_C_C,87,300,60,1.2,C,C,1424,46.621,1001.49,290,870,0,0
HHCRSP_300_60_81_0.8_R_RC,0.8_R_RC,81,300,60,0.8,R,RC,1,57.523,1099.16,379.333,1138,0,0
HHCRSP_300_60_11_1.2_R_C,1.2_R_C,11,300,60,1.2,R,C,1343,68.215,1259.44,273.667,821,0,0
HHCRSP_300_60_97_0.4_R_C,0.4_R_C,97,300,60,0.4,R,C,1336,61.403,1211.05,360.333,1081,0,0
HHCRSP_300_60_80_0.4_R_C,0.4_R_C,80,300,60,0.4,R,C,1341,58.438,1149.55,375.333,1126,0,0
HHCRSP_300_60_38_1.0_C_C,1.0_C_C,38,300,60,1.0,C,C,1356,60.991,1199.02,295,885,0,0
HHCRSP_300_60_94_1.6_C_C,1.6_C_C,94,300,60,1.6,C,C,1379,55.82,1110.07,232.667,698,0,0
HHCRSP_300_60_20_1.0_R_RC,1.0_R_RC,20,300,60,1.0,R,RC,1366,53.999,1121.06,430.333,1291,0,0
HHCRSP_300_60_25_1.0_C_C,1.0_C_C,25,300,60,1.0,C,C,1408,45.61,996.044,305,915,0,0
HHCRSP_300_60_74_1.0_R_RC,1.0_R_RC,74,300,60,1.0,R,RC,1395,44.358,970.809,362,1086,0,0
HHCRSP_300_60_24_0.8_R_C,0.8_R_C,24,300,60,0.8,R,C,1344,56.235,1132.21,307.667,923,0,0
HHCRSP_300_60_41_1.2_R_C,1.2_R_C,41,300,60,1.2,R,C,1359,58.739,1110.05,296.667,890,0,0
HHCRSP_300_60_87_0.8_C_C,0.8_C_C,87,300,60,0.8,C,C,1403,44.711,992.484,339.333,1018,0,0
HHCRSP_300_60_11_0.8_R_RC,0.8_R_RC,11,300,60,0.8,R,RC,1371,81.433,1339.99,376.333,1129,0,0
HHCRSP_300_60_91_1.2_R_C,1.2_R_C,91,300,60,1.2,R,C,1343,52.795,1104.35,282.333,847,0,0
HHCRSP_300_60_52_1.6_C_C,1.6_C_C,52,300,60,1.6,C,C,1401,56.273,1141.76,238.667,716,0,0
HHCRSP_300_60_17_0.8_R_C,0.8_R_C,17,300,60,0.8,R,C,1355,52.469,1099.74,329.333,988,0,0
HHCRSP_300_60_85_1.0_R_R,1.0_R_R,85,300,60,1.0,R,R,1,55.401,1072.24,406.333,1219,0,0
HHCRSP_300_60_90_1.0_R_C,1.0_R_C,90,300,60,1.0,R,C,1352,50.296,1079.41,286,858,0,0
HHCRSP_300_60_74_0.8_R_RC,0.8_R_RC,74,300,60,0.8,R,RC,1343,43.882,1008.11,395.333,1186,0,0
HHCRSP_300_60_25_1.0_C_RC,1.0_C_RC,25,300,60,1.0,C,RC,1377,44.707,993.693,359.667,1079,0,0
HHCRSP_300_60_62_1.6_C_RC,1.6_C_RC,62,300,60,1.6,C,RC,1358,61.548,1301.27,376.667,1130,0,0
HHCRSP_300_60_27_0.4_C_C,0.4_C_C,27,300,60,0.4,C,C,1,47.414,993.911,377,1131,0,0
HHCRSP_300_60_8_1.0_C_RC,1.0_C_RC,8,300,60,1.0,C,RC,1330,61.173,1158.68,374,1122,0,0
HHCRSP_300_60_62_1.0_R_RC,1.0_R_RC,62,300,60,1.0,R,RC,1398,65.541,1239.4,433.667,1301,0,0
HHCRSP_300_60_45_1.2_R_C,1.2_R_C,45,300,60,1.2,R,C,1327,59.254,1153.12,293.667,881,0,0
HHCRSP_300_60_51_1.6_C_C,1.6_C_C,51,300,60,1.6,C,C,1365,56.6,1083.91,260,780,0,0
HHCRSP_300_60_5_0.8_C_C,0.8_C_C,5,300,60,0.8,C,C,1353,48.72,959.98,338.333,1015,0,0
HHCRSP_300_60_56_1.0_R_R,1.0_R_R,56,300,60,1.0,R,R,1374,60.675,1221.98,422.667,1268,0,0
HHCRSP_300_60_50_1.0_C_R,1.0_C_R,50,300,60,1.0,C,R,1328,62.61,1257.63,426.333,1279,0,0
HHCRSP_300_60_25_0.8_R_C,0.8_R_C,25,300,60,0.8,R,C,808,47.012,991.334,318.667,956,0,0
HHCRSP_300_60_77_0.4_R_C,0.4_R_C,77,300,60,0.4,R,C,1300,67.631,1169.86,359.333,1078,0,0
HHCRSP_300_60_52_0.8_C_RC,0.8_C_RC,52,300,60,0.8,C,RC,1355,63.212,1114.93,361,1083,0,0
HHCRSP_300_60_54_1.0_R_R,1.0_R_R,54,300,60,1.0,R,R,1,72.501,1290.91,404.667,1214,0,0
HHCRSP_300_60_89_1.6_R_RC,1.6_R_RC,89,300,60,1.6,R,RC,1424,43.833,915.577,412,1236,0,0
HHCRSP_300_60_56_0.4_C_RC,0.4_C_RC,56,300,60,0.4,C,RC,1343,60.154,1228.98,402.333,1207,0,0
HHCRSP_300_60_41_1.2_R_RC,1.2_R_RC,41,300,60,1.2,R,RC,1365,57.055,1226.33,380.667,1142,0,0
HHCRSP_300_60_54_1.0_C_RC,1.0_C_RC,54,300,60,1.0,C,RC,1354,68.343,1233.05,361.667,1085,0,0
HHCRSP_300_60_35_1.6_C_C,1.6_C_C,35,300,60,1.6,C,C,1395,32.575,843.162,258.333,775,0,0
HHCRSP_300_60_13_1.0_R_R,1.0_R_R,13,300,60,1.0,R,R,1389,58.494,1173.33,420,1260,0,0
HHCRSP_300_60_86_1.0_R_RC,1.0_R_RC,86,300,60,1.0,R,RC,1,59.717,1207.97,381.667,1145,0,0
HHCRSP_300_60_57_1.6_C_C,1.6_C_C,57,300,60,1.6,C,C,1388,50.595,1052.96,249.667,749,0,0
HHCRSP_300_60_91_1.2_C_C,1.2_C_C,91,300,60,1.2,C,C,1367,50.016,1050.97,282.667,848,0,0
HHCRSP_300_60_98_1.0_C_R,1.0_C_R,98,300,60,1.0,C,R,1405,52.256,1129.79,421.333,1264,0,0
HHCRSP_300_60_63_1.6_R_C,1.6_R_C,63,300,60,1.6,R,C,1338,53.364,1158.6,253.333,760,0,0
HHCRSP_300_60_52_1.0_C_C,1.0_C_C,52,300,60,1.0,C,C,1343,59.261,1231.61,258.333,775,0,0
HHCRSP_300_60_26_1.2_R_C,1.2_R_C,26,300,60,1.2,R,C,1394,45.686,1011.8,262.667,788,0,0
HHCRSP_300_60_19_0.8_R_C,0.8_R_C,19,300,60,0.8,R,C,1345,61.253,1211.43,297,891,0,0
HHCRSP_300_60_3_1.0_R_RC,1.0_R_RC,3,300,60,1.0,R,RC,1429,30.931,830.801,374.667,1124,0,0
HHCRSP_300_60_46_0.4_R_RC,0.4_R_RC,46,300,60,0.4,R,RC,1360,59.65,1249.83,387.667,1163,0,0
HHCRSP_300_60_63_0.4_R_RC,0.4_R_RC,63,300,60,0.4,R,RC,1346,60.062,1179.1,412.667,1238,0,0
HHCRSP_300_60_72_1.6_R_C,1.6_R_C,72,300,60,1.6,R,C,1366,57.975,1236.58,252.667,758,0,0
HHCRSP_300_60_37_1.2_C_C,1.2_C_C,37,300,60,1.2,C,C,1418,36.998,906.306,271,813,0,0
HHCRSP_300_60_88_1.2_C_C,1.2_C_C,88,300,60,1.2,C,C,1348,52.175,1051.18,310.333,931,0,0
HHCRSP_300_60_43_1.6_R_C,1.6_R_C,43,300,60,1.6,R,C,1368,65.327,1224.14,262.667,788,0,0
HHCRSP_300_60_96_0.4_R_C,0.4_R_C,96,300,60,0.4,R,C,1357,53.74,1084.91,371.667,1115,0,0
HHCRSP_300_60_58_1.2_R_RC,1.2_R_RC,58,300,60,1.2,R,RC,1375,63.04,1177.59,397,1191,0,0
HHCRSP_300_60_77_1.2_R_RC,1.2_R_RC,77,300,60,1.2,R,RC,1334,61.608,1216.72,398.333,1195,0,0
HHCRSP_300_60_34_1.2_R_C,1.2_R_C,34,300,60,1.2,R,C,1377,60.034,1203.08,288.667,866,0,0
HHCRSP_300_60_23_0.8_R_C,0.8_R_C,23,300,60,0.8,R,C,1339,64.436,1264.07,289.333,868,0,0
HHCRSP_300_60_2_0.4_R_RC,0.4_R_RC,2,300,60,0.4,R,RC,1365,59.509,1117.6,419,1257,0,0
HHCRSP_300_60_81_0.4_R_C,0.4_R_C,81,300,60,0.4,R,C,1346,58.185,1201.91,343,1029,0,0
HHCRSP_300_60_96_0.4_R_RC,0.4_R_RC,96,300,60,0.4,R,RC,1332,56.585,1186.88,416.667,1250,0,0
HHCRSP_300_60_31_1.0_R_R,1.0_R_R,31,300,60,1.0,R,R,1443,51.451,1028.42,410,1230,0,0
HHCRSP_300_60_30_0.8_C_C,0.8_C_C,30,300,60,0.8,C,C,1357,49.739,1087.84,305,915,0,0
HHCRSP_300_60_17_0.4_C_RC,0.4_C_RC,17,300,60,0.4,C,RC,1309,52.532,1150.79,403.667,1211,0,0
HHCRSP_300_60_23_1.0_C_C,1.0_C_C,23,300,60,1.0,C,C,1359,63.718,1242.64,269.667,809,0,0
HHCRSP_300_60_41_1.2_C_RC,1.2_C_RC,41,300,60,1.2,C,RC,1,62.008,1252.39,368.667,1106,0,0
HHCRSP_300_60_87_1.2_C_RC,1.2_C_RC,87,300,60,1.2,C,RC,1387,45.426,970.14,329.667,989,0,0
HHCRSP_300_60_2_1.6_R_RC,1.6_R_RC,2,300,60,1.6,R,RC,1330,53.845,1158.92,380,1140,0,0
HHCRSP_300_60_72_0.4_R_C,0.4_R_C,72,300,60,0.4,R,C,1369,60.844,1253.91,409.667,1229,0,0
HHCRSP_300_60_45_1.0_R_R,1.0_R_R,45,300,60,1.0,R,R,1372,64.151,1203.62,409.333,1228,0,0
HHCRSP_300_60_93_0.8_C_RC,0.8_C_RC,93,300,60,0.8,C,RC,1379,66.376,1226.07,401.333,1204,0,0
HHCRSP_300_60_16_1.0_C_C,1.0_C_C,16,300,60,1.0,C,C,1717,37.13,870.858,309,927,0,0
HHCRSP_300_60_4_1.0_R_C,1.0_R_C,4,300,60,1.0,R,C,1314,71.743,1302.94,329.667,989,0,0
HHCRSP_300_60_85_0.8_R_C,0.8_R_C,85,300,60,0.8,R,C,1357,52.518,1074.34,313.667,941,0,0
HHCRSP_300_60_39_0.4_R_C,0.4_R_C,39,300,60,0.4,R,C,1369,46.133,1059.4,345.667,1037,0,0
HHCRSP_300_60_26_1.0_R_RC,1.0_R_RC,26,300,60,1.0,R,RC,1,45.527,995.25,391.333,1174,0,0
HHCRSP_300_60_54_1.6_C_C,1.6_C_C,54,300,60,1.6,C,C,1325,76.911,1261.95,251,753,0,0
HHCRSP_300_60_32_0.4_C_C,0.4_C_C,32,300,60,0.4,C,C,1380,58.627,1160.79,367,1101,0,0
HHCRSP_300_60_58_1.0_R_C,1.0_R_C,58,300,60,1.0,R,C,1348,61.218,1206.07,309.667,929,0,0
HHCRSP_300_60_92_1.0_C_RC,1.0_C_RC,92,300,60,1.0,C,RC,1307,51.014,1072.06,405,1215,0,0
HHCRSP_300_60_4_1.2_R_RC,1.2_R_RC,4,300,60,1.2,R,RC,1,68.934,1302.71,390.333,1171,0,0
HHCRSP_300_60_32_1.2_C_C,1.2_C_C,32,300,60,1.2,C,C,1378,58.266,1174.18,256.667,770,0,0
HHCRSP_300_60_62_1.0_C_RC,1.0_C_RC,62,300,60,1.0,C,RC,1312,63.184,1262.62,398,1194,0,0
HHCRSP_300_60_10_1.0_R_R,1.0_R_R,10,300,60,1.0,R,R,1,57.537,1133.89,425,1275,0,0
HHCRSP_300_60_45_0.8_C_RC,0.8_C_RC,45,300,60,0.8,C,RC,1365,59.083,1219.3,397,1191,0,0
HHCRSP_300_60_55_1.0_C_C,1.0_C_C,55,300,60,1.0,C,C,1312,58.135,1122.78,271,813,0,0
HHCRSP_300_60_76_1.2_C_RC,1.2_C_RC,76,300,60,1.2,C,RC,1418,50.665,1011.88,376.667,1130,0,0
HHCRSP_300_60_12_1.0_C_C,1.0_C_C,12,300,60,1.0,C,C,1717,56.258,1153.07,272.667,818,0,0
HHCRSP_300_60_40_0.4_C_C,0.4_C_C,40,300,60,0.4,C,C,1397,72.577,1238.76,368.333,1105,0,0
HHCRSP_300_60_9_1.2_R_RC,1.2_R_RC,9,300,60,1.2,R,RC,1375,50.597,993.33,376,1128,0,0
HHCRSP_300_60_89_1.2_R_C,1.2_R_C,89,300,60,1.2,R,C,1415,41.135,904.366,287,861,0,0
HHCRSP_300_60_13_0.8_C_RC,0.8_C_RC,13,300,60,0.8,C,RC,1,55.461,1175.36,379.667,1139,0,0
HHCRSP_300_60_71_1.6_C_C,1.6_C_C,71,300,60,1.6,C,C,909,45.275,997.439,232.667,698,0,0
HHCRSP_300_60_58_1.6_R_C,1.6_R_C,58,300,60,1.6,R,C,1377,60.084,1241.28,257.333,772,0,0
HHCRSP_300_60_81_1.2_C_C,1.2_C_C,81,300,60,1.2,C,C,1375,62.005,1221.2,262,786,0,0
HHCRSP_300_60_89_0.8_R_RC,0.8_R_RC,89,300,60,0.8,R,RC,1386,41.528,976.123,385,1155,0,0
HHCRSP_300_60_79_1.2_C_C,1.2_C_C,79,300,60,1.2,C,C,1346,49.324,1104.43,313,939,0,0
HHCRSP_300_60_67_1.0_C_R,1.0_C_R,67,300,60,1.0,C,R,1332,59.336,1190.78,399,1197,0,0
HHCRSP_300_60_12_1.0_C_RC,1.0_C_RC,12,300,60,1.0,C,RC,1390,53.879,1129.77,403.667,1211,0,0
HHCRSP_300_60_5_1.0_C_RC,1.0_C_RC,5,300,60,1.0,C,RC,1356,46.45,1014.26,395.667,1187,0,0
HHCRSP_300_60_87_0.8_R_C,0.8_R_C,87,300,60,0.8,R,C,1419,45.428,1013.83,339.667,1019,0,0
HHCRSP_300_60_16_1.2_C_RC,1.2_C_RC,16,300,60,1.2,C,RC,1406,35.694,900.915,361,1083,0,0
HHCRSP_300_60_61_1.0_C_R,1.0_C_R,61,300,60,1.0,C,R,1380,46.68,1017.33,382.667,1148,0,0
