instance,conf.id,gen.seed,nodes,vehi,density,depot.placement,node.placement,solve.iters,time,memory.mb,cost,travel.time,total.tardiness,max.tardiness
HHCRSP_75_15_100_1.0_C_C,1.0_C_C,100,75,15,1.0,C,C,1,0.257,86.4092,112.333,337,0,0
HHCRSP_75_15_77_1.0_C_RC,1.0_C_RC,77,75,15,1.0,C,RC,351,0.187,83.7812,173.67,521.01,0,0
HHCRSP_75_15_73_0.4_C_RC,0.4_C_RC,73,75,15,0.4,C,RC,1,0.142,81.2148,173.333,520,0,0
HHCRSP_75_15_28_0.4_C_C,0.4_C_C,28,75,15,0.4,C,C,1,0.209,85.1025,122,366,0,0
HHCRSP_75_15_6_1.2_R_C,1.2_R_C,6,75,15,1.2,R,C,363,0.2,84.8691,111.341,334.024,0,0
HHCRSP_75_15_47_1.6_C_C,1.6_C_C,47,75,15,1.6,C,C,344,0.146,80.6328,87.3545,262.064,0,0
HHCRSP_75_15_3_1.6_R_RC,1.6_R_RC,3,75,15,1.6,R,RC,368,0.2,85.2461,185,555,0,0
HHCRSP_75_15_27_1.6_R_C,1.6_R_C,27,75,15,1.6,R,C,380,0.15,81.4893,103,309,0,0
HHCRSP_75_15_11_1.6_R_C,1.6_R_C,11,75,15,1.6,R,C,1,0.176,83.5469,90.6667,272,0,0
HHCRSP_75_15_84_1.2_C_RC,1.2_C_RC,84,75,15,1.2,C,RC,326,0.162,83.0234,164.678,494.035,0,0
HHCRSP_75_15_69_1.0_R_C,1.0_R_C,69,75,15,1.0,R,C,319,0.178,84.374,125.336,376.009,0,0
HHCRSP_75_15_50_0.4_R_C,0.4_R_C,50,75,15,0.4,R,C,1,0.242,88.5557,156.667,470,0,0
HHCRSP_75_15_47_0.8_R_C,0.8_R_C,47,75,15,0.8,R,C,381,0.14,81.041,143.343,430.028,0,0
HHCRSP_75_15_11_1.0_R_C,1.0_R_C,11,75,15,1.0,R,C,361,0.194,85.3682,121,363,0,0
HHCRSP_75_15_50_0.8_R_RC,0.8_R_RC,50,75,15,0.8,R,RC,1,0.268,90.1377,167.667,503,0,0
HHCRSP_75_15_100_1.6_C_C,1.6_C_C,100,75,15,1.6,C,C,1,0.232,87.0859,110,330,0,0
HHCRSP_75_15_12_0.4_C_C,0.4_C_C,12,75,15,0.4,C,C,1,0.236,88.4707,135,405,0,0
HHCRSP_75_15_38_0.8_R_RC,0.8_R_RC,38,75,15,0.8,R,RC,1,0.19,84.8867,144.333,433,0,0
HHCRSP_75_15_51_0.4_R_RC,0.4_R_RC,51,75,15,0.4,R,RC,1,0.207,84.8633,148,444,0,0
HHCRSP_75_15_28_1.6_R_C,1.6_R_C,28,75,15,1.6,R,C,366,0.194,85.124,89.3349,268.005,0,0
HHCRSP_75_15_100_0.4_R_C,0.4_R_C,100,75,15,0.4,R,C,1,0.281,87.2773,157.667,473,0,0
HHCRSP_75_15_40_1.0_C_C,1.0_C_C,40,75,15,1.0,C,C,1,0.243,88.0713,124.333,373,0,0
HHCRSP_75_15_67_0.4_C_C,0.4_C_C,67,75,15,0.4,C,C,1,0.194,83.6787,148,444,0,0
HHCRSP_75_15_69_0.8_C_C,0.8_C_C,69,75,15,0.8,C,C,341,0.225,87.1797,127.023,381.07,0,0
HHCRSP_75_15_39_0.8_C_RC,0.8_C_RC,39,75,15,0.8,C,RC,1,0.3,91.3662,171.333,514,0,0
HHCRSP_75_15_19_1.6_R_C,1.6_R_C,19,75,15,1.6,R,C,311,0.184,84.1455,88.0113,264.034,0,0
HHCRSP_75_15_74_1.6_R_RC,1.6_R_RC,74,75,15,1.6,R,RC,1,0.196,84.9824,145.667,437,0,0
HHCRSP_75_15_28_1.0_R_C,1.0_R_C,28,75,15,1.0,R,C,401,0.231,86.1426,125.667,377,0,0
HHCRSP_75_15_10_1.6_R_C,1.6_R_C,10,75,15,1.6,R,C,1,0.146,80.8008,78.6667,236,0,0
HHCRSP_75_15_60_1.0_R_R,1.0_R_R,60,75,15,1.0,R,R,313,0.184,83.1299,163.701,491.101,0,0
HHCRSP_75_15_13_1.2_R_C,1.2_R_C,13,75,15,1.2,R,C,351,0.172,83.0166,103.335,310.006,0,0
HHCRSP_75_15_63_1.6_R_RC,1.6_R_RC,63,75,15,1.6,R,RC,1,0.204,84.7041,147.667,443,0,0
HHCRSP_75_15_32_0.8_C_C,0.8_C_C,32,75,15,0.8,C,C,390,0.167,81.9404,128.336,385.009,0,0
HHCRSP_75_15_76_0.4_C_RC,0.4_C_RC,76,75,15,0.4,C,RC,1,0.182,84.0508,177.333,532,0,0
HHCRSP_75_15_30_1.6_C_RC,1.6_C_RC,30,75,15,1.6,C,RC,357,0.22,86.9531,159.003,477.01,0,0
HHCRSP_75_15_64_0.4_R_C,0.4_R_C,64,75,15,0.4,R,C,318,0.2,85.0557,129.004,387.013,0,0
HHCRSP_75_15_16_0.8_C_RC,0.8_C_RC,16,75,15,0.8,C,RC,1,0.177,83.3975,175.333,526,0,0
HHCRSP_75_15_33_0.8_C_RC,0.8_C_RC,33,75,15,0.8,C,RC,1,0.207,85.3369,179.667,539,0,0
HHCRSP_75_15_49_0.8_C_RC,0.8_C_RC,49,75,15,0.8,C,RC,1,0.185,84.2715,171.333,514,0,0
HHCRSP_75_15_13_0.4_R_C,0.4_R_C,13,75,15,0.4,R,C,357,0.17,82.6592,155.34,466.019,0,0
HHCRSP_75_15_66_1.6_C_C,1.6_C_C,66,75,15,1.6,C,C,1,0.225,87.0059,95.3333,286,0,0
HHCRSP_75_15_98_1.0_C_RC,1.0_C_RC,98,75,15,1.0,C,RC,303,0.123,79.2725,169.01,507.029,0,0
HHCRSP_75_15_81_1.6_C_C,1.6_C_C,81,75,15,1.6,C,C,336,0.169,82.5273,114,342.001,0,0
HHCRSP_75_15_45_1.0_C_C,1.0_C_C,45,75,15,1.0,C,C,1,0.22,87.0498,91,273,0,0
HHCRSP_75_15_31_0.8_C_C,0.8_C_C,31,75,15,0.8,C,C,1,0.166,83.1865,123.667,371,0,0
HHCRSP_75_15_73_0.4_R_RC,0.4_R_RC,73,75,15,0.4,R,RC,1,0.206,84.9336,160,480,0,0
HHCRSP_75_15_13_0.8_C_RC,0.8_C_RC,13,75,15,0.8,C,RC,342,0.172,83.707,151.673,455.019,0,0
HHCRSP_75_15_87_1.2_R_RC,1.2_R_RC,87,75,15,1.2,R,RC,357,0.198,83.2891,154.667,464,0,0
HHCRSP_75_15_83_1.0_C_R,1.0_C_R,83,75,15,1.0,C,R,1,0.265,87.8721,167.667,503,0,0
HHCRSP_75_15_94_1.2_C_C,1.2_C_C,94,75,15,1.2,C,C,329,0.192,84.585,109.338,328.015,0,0
HHCRSP_75_15_27_0.8_C_C,0.8_C_C,27,75,15,0.8,C,C,382,0.153,81.5547,136.333,409,0,0
HHCRSP_75_15_89_1.0_C_R,1.0_C_R,89,75,15,1.0,C,R,1,0.217,86.3691,160,480,0,0
HHCRSP_75_15_99_0.4_C_C,0.4_C_C,99,75,15,0.4,C,C,320,0.176,84.0605,153.667,461,0,0
HHCRSP_75_15_34_0.8_C_RC,0.8_C_RC,34,75,15,0.8,C,RC,1,0.165,82.4492,153.333,460,0,0
HHCRSP_75_15_99_1.0_C_RC,1.0_C_RC,99,75,15,1.0,C,RC,319,0.215,86.3154,163,489,0,0
HHCRSP_75_15_71_0.8_R_RC,0.8_R_RC,71,75,15,0.8,R,RC,342,0.184,83.6709,166,498,0,0
HHCRSP_75_15_15_1.0_C_R,1.0_C_R,15,75,15,1.0,C,R,1,0.248,89.165,175,525,0,0
HHCRSP_75_15_13_0.4_C_RC,0.4_C_RC,13,75,15,0.4,C,RC,346,0.177,83.1221,169.004,507.011,0,0
HHCRSP_75_15_24_1.6_R_C,1.6_R_C,24,75,15,1.6,R,C,329,0.14,80.6016,91.674,275.022,0,0
HHCRSP_75_15_44_1.0_R_C,1.0_R_C,44,75,15,1.0,R,C,346,0.219,85.4043,118,354,0,0
HHCRSP_75_15_61_1.6_R_RC,1.6_R_RC,61,75,15,1.6,R,RC,344,0.233,86.5322,160.333,481,0,0
HHCRSP_75_15_62_1.0_C_RC,1.0_C_RC,62,75,15,1.0,C,RC,1,0.207,86.0811,151.667,455,0,0
HHCRSP_75_15_73_1.0_R_C,1.0_R_C,73,75,15,1.0,R,C,1,0.168,83.6074,102.333,307,0,0
HHCRSP_75_15_77_1.0_C_C,1.0_C_C,77,75,15,1.0,C,C,354,0.192,85.2764,146.679,440.037,0,0
HHCRSP_75_15_14_0.8_C_RC,0.8_C_RC,14,75,15,0.8,C,RC,1,0.21,85.8701,164,492,0,0
HHCRSP_75_15_81_0.4_C_C,0.4_C_C,81,75,15,0.4,C,C,338,0.151,81.4453,161.678,485.033,0,0
HHCRSP_75_15_6_1.0_C_R,1.0_C_R,6,75,15,1.0,C,R,360,0.203,84.2295,203.014,609.041,0,0
HHCRSP_75_15_32_1.2_R_RC,1.2_R_RC,32,75,15,1.2,R,RC,363,0.14,80.8252,151.667,455,0,0
HHCRSP_75_15_90_1.2_C_RC,1.2_C_RC,90,75,15,1.2,C,RC,331,0.149,81.7656,145.348,436.043,0,0
HHCRSP_75_15_10_0.8_R_C,0.8_R_C,10,75,15,0.8,R,C,359,0.139,80.9717,122.667,368,0,0
HHCRSP_75_15_46_1.2_C_C,1.2_C_C,46,75,15,1.2,C,C,375,0.206,85.6973,97.6667,293,0,0
HHCRSP_75_15_59_1.6_R_C,1.6_R_C,59,75,15,1.6,R,C,1,0.239,87.1875,99,297,0,0
HHCRSP_75_15_13_1.0_R_RC,1.0_R_RC,13,75,15,1.0,R,RC,334,0.168,83.8242,163.686,491.059,0,0
HHCRSP_75_15_25_1.2_C_C,1.2_C_C,25,75,15,1.2,C,C,367,0.198,84.8291,102.669,308.006,0,0
HHCRSP_75_15_79_1.6_R_RC,1.6_R_RC,79,75,15,1.6,R,RC,373,0.194,84.625,157.667,473,0,0
HHCRSP_75_15_72_1.0_R_C,1.0_R_C,72,75,15,1.0,R,C,380,0.232,86.3926,110.336,331.008,0,0
HHCRSP_75_15_74_1.6_C_C,1.6_C_C,74,75,15,1.6,C,C,1,0.188,84.251,81,243,0,0
HHCRSP_75_15_38_1.2_R_C,1.2_R_C,38,75,15,1.2,R,C,358,0.196,85.8037,109.667,329,0,0
HHCRSP_75_15_95_0.8_R_C,0.8_R_C,95,75,15,0.8,R,C,332,0.155,81.1895,138.671,416.013,0,0
HHCRSP_75_15_5_0.4_R_C,0.4_R_C,5,75,15,0.4,R,C,340,0.175,82.542,172.333,517,0,0
HHCRSP_75_15_11_1.6_C_C,1.6_C_C,11,75,15,1.6,C,C,1,0.206,86.4746,98.6667,296,0,0
HHCRSP_75_15_28_1.2_R_RC,1.2_R_RC,28,75,15,1.2,R,RC,379,0.183,83.8887,177.334,532.002,0,0
HHCRSP_75_15_30_1.0_R_R,1.0_R_R,30,75,15,1.0,R,R,346,0.204,85.332,180.668,542.004,0,0
HHCRSP_75_15_58_1.2_R_C,1.2_R_C,58,75,15,1.2,R,C,1,0.182,83.5049,117.333,352,0,0
HHCRSP_75_15_27_0.8_R_C,0.8_R_C,27,75,15,0.8,R,C,379,0.158,81.5078,156,468,0,0
HHCRSP_75_15_12_0.8_R_RC,0.8_R_RC,12,75,15,0.8,R,RC,1,0.233,88.4287,149,447,0,0
HHCRSP_75_15_1_1.2_C_C,1.2_C_C,1,75,15,1.2,C,C,372,0.231,86.8057,123.001,369.003,0,0
HHCRSP_75_15_20_0.4_C_RC,0.4_C_RC,20,75,15,0.4,C,RC,342,0.235,86.4199,147,441,0,0
HHCRSP_75_15_43_1.0_C_R,1.0_C_R,43,75,15,1.0,C,R,360,0.15,81.25,174,522,0,0
HHCRSP_75_15_76_1.0_R_RC,1.0_R_RC,76,75,15,1.0,R,RC,1,0.144,81.2266,144.333,433,0,0
HHCRSP_75_15_48_1.0_C_C,1.0_C_C,48,75,15,1.0,C,C,355,0.179,84.3701,114.34,343.019,0,0
HHCRSP_75_15_53_1.0_R_RC,1.0_R_RC,53,75,15,1.0,R,RC,1,0.188,84.0293,178.667,536,0,0
HHCRSP_75_15_9_1.6_R_RC,1.6_R_RC,9,75,15,1.6,R,RC,307,0.181,84.2168,144.34,433.021,0,0
HHCRSP_75_15_13_0.8_R_C,0.8_R_C,13,75,15,0.8,R,C,349,0.158,82.4629,129.004,387.011,0,0
HHCRSP_75_15_18_0.8_R_C,0.8_R_C,18,75,15,0.8,R,C,1,0.185,83.6279,128.333,385,0,0
HHCRSP_75_15_30_1.6_R_RC,1.6_R_RC,30,75,15,1.6,R,RC,340,0.225,87.4756,177.335,532.004,0,0
HHCRSP_75_15_93_1.6_R_C,1.6_R_C,93,75,15,1.6,R,C,1,0.201,84.6914,106.333,319,0,0
HHCRSP_75_15_2_1.6_C_C,1.6_C_C,2,75,15,1.6,C,C,361,0.205,86.3047,106.002,318.006,0,0
HHCRSP_75_15_20_1.0_R_R,1.0_R_R,20,75,15,1.0,R,R,1,0.253,88.6387,182.667,548,0,0
HHCRSP_75_15_96_0.4_R_RC,0.4_R_RC,96,75,15,0.4,R,RC,1,0.19,84.0625,169.333,508,0,0
HHCRSP_75_15_88_0.8_R_C,0.8_R_C,88,75,15,0.8,R,C,388,0.212,84.8789,144.334,433.002,0,0
HHCRSP_75_15_30_1.0_R_RC,1.0_R_RC,30,75,15,1.0,R,RC,350,0.208,85.2012,179.337,538.012,0,0
HHCRSP_75_15_92_0.8_C_RC,0.8_C_RC,92,75,15,0.8,C,RC,357,0.17,83.3721,170.667,512,0,0
HHCRSP_75_15_52_0.8_R_C,0.8_R_C,52,75,15,0.8,R,C,382,0.21,85.584,123.003,369.008,0,0
HHCRSP_75_15_42_0.4_R_C,0.4_R_C,42,75,15,0.4,R,C,367,0.124,79.6396,151.676,455.029,0,0
HHCRSP_75_15_22_1.0_R_C,1.0_R_C,22,75,15,1.0,R,C,362,0.234,87.252,129.667,389,0,0
HHCRSP_75_15_9_0.8_R_C,0.8_R_C,9,75,15,0.8,R,C,375,0.141,81.1924,133.01,399.03,0,0
HHCRSP_75_15_85_0.4_R_RC,0.4_R_RC,85,75,15,0.4,R,RC,374,0.189,84.332,183.334,550.003,0,0
HHCRSP_75_15_7_0.4_R_C,0.4_R_C,7,75,15,0.4,R,C,348,0.15,81.7568,151.333,454,0,0
HHCRSP_75_15_22_1.6_C_C,1.6_C_C,22,75,15,1.6,C,C,351,0.231,87.6367,91.3333,274,0,0
HHCRSP_75_15_29_1.0_C_C,1.0_C_C,29,75,15,1.0,C,C,365,0.178,83.0098,119.671,359.013,0,0
HHCRSP_75_15_35_0.8_R_C,0.8_R_C,35,75,15,0.8,R,C,324,0.13,78.9531,130.344,391.031,0,0
HHCRSP_75_15_51_1.0_C_RC,1.0_C_RC,51,75,15,1.0,C,RC,343,0.218,85.6836,139.667,419,0,0
HHCRSP_75_15_34_0.8_R_RC,0.8_R_RC,34,75,15,0.8,R,RC,1,0.18,83.4307,168,504,0,0
HHCRSP_75_15_37_1.2_R_RC,1.2_R_RC,37,75,15,1.2,R,RC,353,0.165,82.8389,155.344,466.032,0,0
HHCRSP_75_15_63_0.4_C_RC,0.4_C_RC,63,75,15,0.4,C,RC,1,0.221,85.8916,170,510,0,0
HHCRSP_75_15_90_1.0_C_R,1.0_C_R,90,75,15,1.0,C,R,343,0.149,80.1641,199.701,599.102,0,0
HHCRSP_75_15_78_1.0_C_C,1.0_C_C,78,75,15,1.0,C,C,348,0.194,84.8418,136.68,410.04,0,0
HHCRSP_75_15_34_1.6_C_RC,1.6_C_RC,34,75,15,1.6,C,RC,362,0.182,83.3232,158,474,0,0
HHCRSP_75_15_89_1.0_C_C,1.0_C_C,89,75,15,1.0,C,C,372,0.256,90.0654,128.333,385,0,0
HHCRSP_75_15_3_0.8_C_RC,0.8_C_RC,3,75,15,0.8,C,RC,1,0.197,84.9229,172.667,518,0,0
HHCRSP_75_15_9_0.4_C_C,0.4_C_C,9,75,15,0.4,C,C,341,0.17,83.6162,175.024,525.071,0,0
HHCRSP_75_15_67_1.0_R_R,1.0_R_R,67,75,15,1.0,R,R,1,0.175,83.3594,173,519,0,0
HHCRSP_75_15_21_1.2_C_C,1.2_C_C,21,75,15,1.2,C,C,333,0.237,86.5029,102.333,307,0,0
HHCRSP_75_15_27_1.2_R_C,1.2_R_C,27,75,15,1.2,R,C,393,0.151,81.249,126.667,380,0,0
HHCRSP_75_15_50_1.2_R_C,1.2_R_C,50,75,15,1.2,R,C,361,0.267,89.9268,118.333,355,0,0
HHCRSP_75_15_67_1.6_C_C,1.6_C_C,67,75,15,1.6,C,C,1,0.183,83.3662,95.3333,286,0,0
HHCRSP_75_15_86_0.8_R_RC,0.8_R_RC,86,75,15,0.8,R,RC,387,0.141,81.2656,164.337,493.011,0,0
HHCRSP_75_15_35_1.0_C_R,1.0_C_R,35,75,15,1.0,C,R,343,0.145,81.084,199.01,597.03,0,0
HHCRSP_75_15_70_0.8_C_RC,0.8_C_RC,70,75,15,0.8,C,RC,1,0.196,85.0029,166.667,500,0,0
HHCRSP_75_15_7_1.2_C_RC,1.2_C_RC,7,75,15,1.2,C,RC,361,0.146,81.2207,162,486,0,0
HHCRSP_75_15_98_1.0_R_R,1.0_R_R,98,75,15,1.0,R,R,321,0.172,82.8184,153.683,461.05,0,0
HHCRSP_75_15_6_1.2_R_RC,1.2_R_RC,6,75,15,1.2,R,RC,369,0.232,86.0889,159.001,477.004,0,0
HHCRSP_75_15_34_1.6_R_C,1.6_R_C,34,75,15,1.6,R,C,1,0.178,83.2881,94,282,0,0
HHCRSP_75_15_4_1.0_C_C,1.0_C_C,4,75,15,1.0,C,C,1,0.305,91.0332,121.333,364,0,0
HHCRSP_75_15_35_1.2_C_C,1.2_C_C,35,75,15,1.2,C,C,341,0.134,79.7373,133.044,399.133,0,0
HHCRSP_75_15_5_1.0_C_RC,1.0_C_RC,5,75,15,1.0,C,RC,343,0.17,82.6875,177.333,532,0,0
HHCRSP_75_15_19_1.6_C_RC,1.6_C_RC,19,75,15,1.6,C,RC,321,0.192,83.9062,153.013,459.04,0,0
HHCRSP_75_15_80_1.2_R_C,1.2_R_C,80,75,15,1.2,R,C,298,0.126,79.7412,103.014,309.042,0,0
HHCRSP_75_15_20_1.6_C_RC,1.6_C_RC,20,75,15,1.6,C,RC,1,0.226,87.2441,165,495,0,0
HHCRSP_75_15_21_0.8_R_C,0.8_R_C,21,75,15,0.8,R,C,1,0.216,86.4395,117,351,0,0
HHCRSP_75_15_71_1.0_R_C,1.0_R_C,71,75,15,1.0,R,C,368,0.177,84.1201,144.667,434,0,0
HHCRSP_75_15_20_1.2_C_C,1.2_C_C,20,75,15,1.2,C,C,1,0.231,86.8223,107.667,323,0,0
HHCRSP_75_15_64_1.0_C_C,1.0_C_C,64,75,15,1.0,C,C,335,0.202,84.6777,102.009,306.026,0,0
HHCRSP_75_15_89_1.0_R_RC,1.0_R_RC,89,75,15,1.0,R,RC,1,0.195,84.8545,180.333,541,0,0
HHCRSP_75_15_89_1.6_C_RC,1.6_C_RC,89,75,15,1.6,C,RC,1,0.207,85.7344,173,519,0,0
HHCRSP_75_15_97_1.0_R_R,1.0_R_R,97,75,15,1.0,R,R,395,0.171,81.9717,188.007,564.021,0,0
HHCRSP_75_15_50_0.8_C_RC,0.8_C_RC,50,75,15,0.8,C,RC,358,0.292,91.3037,183,549,0,0
HHCRSP_75_15_40_1.6_C_RC,1.6_C_RC,40,75,15,1.6,C,RC,1,0.248,88.1289,155.333,466,0,0
HHCRSP_75_15_82_1.0_R_RC,1.0_R_RC,82,75,15,1.0,R,RC,384,0.17,83.0322,165.671,497.014,0,0
HHCRSP_75_15_45_0.8_C_RC,0.8_C_RC,45,75,15,0.8,C,RC,331,0.211,85.3838,145,435,0,0
HHCRSP_75_15_68_1.0_C_RC,1.0_C_RC,68,75,15,1.0,C,RC,1,0.237,87.0146,175.667,527,0,0
HHCRSP_75_15_75_1.2_R_RC,1.2_R_RC,75,75,15,1.2,R,RC,367,0.133,80.2383,167.347,502.04,0,0
HHCRSP_75_15_55_0.8_R_RC,0.8_R_RC,55,75,15,0.8,R,RC,1,0.215,86.2617,154,462,0,0
HHCRSP_75_15_74_1.2_R_RC,1.2_R_RC,74,75,15,1.2,R,RC,1,0.188,84.3408,139.333,418,0,0
HHCRSP_75_15_31_1.0_C_R,1.0_C_R,31,75,15,1.0,C,R,1,0.182,83.5381,176,528,0,0
HHCRSP_75_15_6_1.0_R_C,1.0_R_C,6,75,15,1.0,R,C,365,0.233,86.542,121.002,363.006,0,0
HHCRSP_75_15_40_0.4_C_C,0.4_C_C,40,75,15,0.4,C,C,1,0.23,87.4375,162.333,487,0,0
HHCRSP_75_15_63_0.4_R_C,0.4_R_C,63,75,15,0.4,R,C,1,0.194,84.4932,142.333,427,0,0
HHCRSP_75_15_83_1.2_R_C,1.2_R_C,83,75,15,1.2,R,C,1,0.258,88.4375,117.333,352,0,0
HHCRSP_75_15_2_0.4_R_RC,0.4_R_RC,2,75,15,0.4,R,RC,345,0.199,84.9746,182.673,548.018,0,0
HHCRSP_75_15_85_1.2_R_C,1.2_R_C,85,75,15,1.2,R,C,366,0.198,84.9414,102.334,307.002,0,0
HHCRSP_75_15_93_0.4_C_C,0.4_C_C,93,75,15,0.4,C,C,394,0.192,84.1426,171.667,515,0,0
HHCRSP_75_15_60_1.0_C_R,1.0_C_R,60,75,15,1.0,C,R,316,0.162,81.8447,166.348,499.044,0,0
HHCRSP_75_15_72_0.8_C_RC,0.8_C_RC,72,75,15,0.8,C,RC,366,0.194,83.8477,152.008,456.025,0,0
HHCRSP_75_15_16_0.8_C_C,0.8_C_C,16,75,15,0.8,C,C,361,0.211,84.7373,138.333,415,0,0
HHCRSP_75_15_90_1.6_R_RC,1.6_R_RC,90,75,15,1.6,R,RC,289,0.119,78.8516,133.348,400.043,0,0
HHCRSP_75_15_20_0.8_R_RC,0.8_R_RC,20,75,15,0.8,R,RC,1,0.23,87.3467,159.333,478,0,0
HHCRSP_75_15_9_1.0_R_C,1.0_R_C,9,75,15,1.0,R,C,362,0.183,83.7832,121.675,365.026,0,0
HHCRSP_75_15_89_1.6_C_C,1.6_C_C,89,75,15,1.6,C,C,1,0.246,88.5381,108.667,326,0,0
HHCRSP_75_15_86_1.2_R_C,1.2_R_C,86,75,15,1.2,R,C,389,0.155,81.375,113.668,341.003,0,0
HHCRSP_75_15_38_1.6_C_C,1.6_C_C,38,75,15,1.6,C,C,1,0.209,85.54,97,291,0,0
HHCRSP_75_15_42_1.0_R_RC,1.0_R_RC,42,75,15,1.0,R,RC,372,0.138,80.4688,142.675,428.026,0,0
HHCRSP_75_15_69_0.4_C_C,0.4_C_C,69,75,15,0.4,C,C,359,0.177,83.374,182.676,548.027,0,0
HHCRSP_75_15_34_0.4_R_C,0.4_R_C,34,75,15,0.4,R,C,340,0.175,82.7861,148.333,445,0,0
HHCRSP_75_15_28_1.0_C_R,1.0_C_R,28,75,15,1.0,C,R,386,0.186,83.749,175.333,526,0,0
HHCRSP_75_15_57_1.0_C_C,1.0_C_C,57,75,15,1.0,C,C,1,0.232,86.418,121,363,0,0
HHCRSP_75_15_21_1.2_R_C,1.2_R_C,21,75,15,1.2,R,C,1,0.243,86.626,94.6667,284,0,0
HHCRSP_75_15_51_0.8_C_RC,0.8_C_RC,51,75,15,0.8,C,RC,381,0.228,86.9375,149.667,449,0,0
HHCRSP_75_15_20_1.2_R_RC,1.2_R_RC,20,75,15,1.2,R,RC,1,0.236,86.7764,167.333,502,0,0
HHCRSP_75_15_26_1.0_C_C,1.0_C_C,26,75,15,1.0,C,C,344,0.205,85.6807,126,378,0,0
HHCRSP_75_15_89_0.8_R_RC,0.8_R_RC,89,75,15,0.8,R,RC,1,0.224,85.8809,175.333,526,0,0
HHCRSP_75_15_97_0.8_C_RC,0.8_C_RC,97,75,15,0.8,C,RC,347,0.124,79.377,143.679,431.036,0,0
HHCRSP_75_15_23_1.2_R_RC,1.2_R_RC,23,75,15,1.2,R,RC,390,0.157,81.7949,157.333,472,0,0
HHCRSP_75_15_3_1.6_R_C,1.6_R_C,3,75,15,1.6,R,C,1,0.207,85.585,87.3333,262,0,0
HHCRSP_75_15_14_1.6_R_RC,1.6_R_RC,14,75,15,1.6,R,RC,1,0.227,85.9229,148.333,445,0,0
HHCRSP_75_15_52_0.4_C_C,0.4_C_C,52,75,15,0.4,C,C,375,0.205,85.4248,145.345,436.035,0,0
HHCRSP_75_15_62_1.2_C_C,1.2_C_C,62,75,15,1.2,C,C,1,0.219,86.5908,94.6667,284,0,0
HHCRSP_75_15_35_1.2_R_C,1.2_R_C,35,75,15,1.2,R,C,362,0.165,81.2188,124.672,374.017,0,0
HHCRSP_75_15_69_1.6_C_RC,1.6_C_RC,69,75,15,1.6,C,RC,344,0.224,86.3711,163.014,489.043,0,0
HHCRSP_75_15_86_0.4_R_RC,0.4_R_RC,86,75,15,0.4,R,RC,392,0.147,81.7764,152.334,457.002,0,0
HHCRSP_75_15_53_0.4_C_C,0.4_C_C,53,75,15,0.4,C,C,1,0.168,82.5,136.333,409,0,0
HHCRSP_75_15_15_0.4_C_RC,0.4_C_RC,15,75,15,0.4,C,RC,1,0.251,88.3447,157,471,0,0
HHCRSP_75_15_1_0.4_R_RC,0.4_R_RC,1,75,15,0.4,R,RC,1,0.191,84.7988,161,483.001,0,0
HHCRSP_75_15_58_0.4_C_C,0.4_C_C,58,75,15,0.4,C,C,1,0.185,84.0918,149,447,0,0
HHCRSP_75_15_78_1.6_C_RC,1.6_C_RC,78,75,15,1.6,C,RC,363,0.171,83.5176,128.333,385,0,0
HHCRSP_75_15_4_1.2_R_C,1.2_R_C,4,75,15,1.2,R,C,1,0.308,91.8135,102.333,307,0,0
HHCRSP_75_15_44_1.0_C_R,1.0_C_R,44,75,15,1.0,C,R,1,0.204,85.1523,170,510,0,0
HHCRSP_75_15_41_1.2_R_C,1.2_R_C,41,75,15,1.2,R,C,343,0.136,80.0498,119.013,357.039,0,0
HHCRSP_75_15_36_0.8_C_C,0.8_C_C,36,75,15,0.8,C,C,1,0.133,80.0547,124.669,374.007,0,0
HHCRSP_75_15_41_0.8_R_C,0.8_R_C,41,75,15,0.8,R,C,331,0.146,81.3281,125.013,375.04,0,0
HHCRSP_75_15_52_0.8_R_RC,0.8_R_RC,52,75,15,0.8,R,RC,384,0.219,85.8799,163.675,491.025,0,0
HHCRSP_75_15_19_1.0_C_C,1.0_C_C,19,75,15,1.0,C,C,320,0.182,83.2646,130.005,390.014,0,0
HHCRSP_75_15_51_0.4_R_C,0.4_R_C,51,75,15,0.4,R,C,1,0.199,84.6777,138.667,416,0,0
HHCRSP_75_15_93_0.4_C_RC,0.4_C_RC,93,75,15,0.4,C,RC,370,0.2,84.9023,167.004,501.011,0,0
HHCRSP_75_15_52_1.0_R_C,1.0_R_C,52,75,15,1.0,R,C,378,0.217,86.8916,104.669,314.007,0,0
HHCRSP_75_15_71_1.0_R_R,1.0_R_R,71,75,15,1.0,R,R,1,0.184,84.124,172.333,517,0,0
HHCRSP_75_15_69_1.0_C_C,1.0_C_C,69,75,15,1.0,C,C,322,0.172,83.4131,126.343,379.03,0,0
HHCRSP_75_15_88_0.4_R_RC,0.4_R_RC,88,75,15,0.4,R,RC,1,0.191,84.3916,158.333,475,0,0
HHCRSP_75_15_97_1.2_C_C,1.2_C_C,97,75,15,1.2,C,C,363,0.159,81.6309,97.349,292.047,0,0
HHCRSP_75_15_71_1.0_C_C,1.0_C_C,71,75,15,1.0,C,C,355,0.174,82.9619,134,402,0,0
HHCRSP_75_15_92_1.6_R_C,1.6_R_C,92,75,15,1.6,R,C,1,0.184,83.0908,89,267,0,0
